Date_Last_Researched,Latitude,Longitude,Country,Capacity_(MW),Technology_Type,Status,Start_year,Retired_year,Subregion,Region,GEM_location_ID,GEM_phase_ID,PV_value
9/25/2023,27.752,-8.154,Algeria,9,Assumed PV,operating,2015,,Northern Africa,Africa,L827605,G831126,5.279
9/25/2023,29.781,32.154,Egypt,6,Assumed PV,operating,2019,,Northern Africa,Africa,L827624,G831152,5.21
9/25/2023,25.0626,34.8734,Egypt,5,Assumed PV,operating,2015,,Northern Africa,Africa,L827630,G831158,5.347
9/25/2023,27.9335,34.2986,Egypt,5,Assumed PV,operating,2019,,Northern Africa,Africa,L827632,G831160,5.422
9/25/2023,31.389,10.042,Tunisia,4.8,Assumed PV,operating,2019,,Northern Africa,Africa,L827746,G831297,5.169
7/5/2023,-12.779,15.749,Angola,8,PV,construction,,,Sub-Saharan Africa,Africa,L811548,G814050,4.888
7/5/2023,-12.8833,15.8167,Angola,4,PV,announced,,,Sub-Saharan Africa,Africa,L811550,G814052,4.89
7/5/2023,-12.1732,15.1127,Angola,10,PV,pre-construction,,,Sub-Saharan Africa,Africa,L811552,G814054,4.879
7/5/2023,-12.838,15.5933,Angola,5,PV,announced,,,Sub-Saharan Africa,Africa,L811551,G814053,4.899
7/5/2023,-9.4934,20.3575,Angola,4,PV,announced,,,Sub-Saharan Africa,Africa,L811553,G814055,4.447
7/5/2023,-13.8766,15.8404,Angola,6,PV,announced,,,Sub-Saharan Africa,Africa,L811554,G814056,5.016
7/5/2023,-12.391,16.9342,Angola,14.7,PV,construction,,,Sub-Saharan Africa,Africa,L811555,G814057,4.906
7/5/2023,-7.3887,20.8049,Angola,7,PV,announced,,,Sub-Saharan Africa,Africa,L811556,G814058,4.24
7/5/2023,-12.9267,14.759,Angola,10,PV,pre-construction,,,Sub-Saharan Africa,Africa,L811557,G814059,4.829
7/5/2023,-13.4643,15.8592,Angola,5,PV,announced,,,Sub-Saharan Africa,Africa,L811558,G814060,5.007
7/5/2023,-12.4442,16.9142,Angola,11,PV,announced,,,Sub-Saharan Africa,Africa,L811559,G814061,4.9
7/5/2023,-14.759,12.9267,Angola,10,PV,pre-construction,,,Sub-Saharan Africa,Africa,L811560,G814062,5.096
7/5/2023,-14.998,13.3956,Angola,10,PV,construction,2023,,Sub-Saharan Africa,Africa,L800199,G814063,5.213
7/5/2023,-8.4395,20.7014,Angola,7.2,PV,construction,,,Sub-Saharan Africa,Africa,L811561,G814064,4.347
7/5/2023,-14.7427,15.0552,Angola,10,PV,pre-construction,,,Sub-Saharan Africa,Africa,L811562,G814065,5.157
7/5/2023,-15.7898,17.2966,Angola,10,PV,pre-construction,,,Sub-Saharan Africa,Africa,L811563,G814066,5.078
7/5/2023,-17.0917,15.7439,Angola,2,PV,announced,,,Sub-Saharan Africa,Africa,L811564,G814067,5.253
7/5/2023,-14.5518,14.7876,Angola,10,PV,pre-construction,,,Sub-Saharan Africa,Africa,L811565,G814069,5.146
7/5/2023,-16.0509,15.2054,Angola,10,PV,pre-construction,,,Sub-Saharan Africa,Africa,L811566,G814070,5.178
9/25/2023,14.364,0.078,Burkina Faso,14.9,Assumed PV,operating,2018,,Sub-Saharan Africa,Africa,L827609,G831131,4.72
7/10/2023,12.4245,-1.4835,Burkina Faso,13,PV,operating,2017,,Sub-Saharan Africa,Africa,L800356,G814077,4.605
9/25/2023,-3.1333,29.3624,Burundi,8,Assumed PV,operating,2021,,Sub-Saharan Africa,Africa,L827613,G831135,4.27
9/25/2023,-3.376,29.9869,Burundi,6,Assumed PV,operating,2021,,Sub-Saharan Africa,Africa,L827614,G831136,4.273
7/11/2023,9.9303,13.9458,Cameroon,15,PV,construction,,,Sub-Saharan Africa,Africa,L811571,G814079,4.656
7/11/2023,10.6083,14.3217,Cameroon,15,PV,construction,,,Sub-Saharan Africa,Africa,L811572,G814080,4.708
8/22/2023,5.0727,18.1718,Central African Republic,15,PV,announced,,,Sub-Saharan Africa,Africa,L800102,G831138,4.38
8/22/2023,4.3489,18.5275,Central African Republic,15,PV,operating,2023,,Sub-Saharan Africa,Africa,L827616,G831139,4.251
7/31/2023,12.1349,15.0564,Chad,8.5,PV,construction,,,Sub-Saharan Africa,Africa,L827617,G831141,4.692
8/7/2023,-12.2313,44.4482,Comoros,2.5,PV,shelved,,,Sub-Saharan Africa,Africa,L827618,G831142,3.904
8/7/2023,-12.2313,44.4482,Comoros,2,PV,shelved,,,Sub-Saharan Africa,Africa,L827618,G831143,3.904
8/7/2023,-11.7048,43.3292,Comoros,2.8,PV,shelved,,,Sub-Saharan Africa,Africa,L827618,G831144,4.001
8/7/2023,-11.7048,43.3292,Comoros,2.8,PV,shelved,,,Sub-Saharan Africa,Africa,L827618,G831145,4.001
9/25/2023,15.517,37.515,Eritrea,6,Assumed PV,operating,2018,,Sub-Saharan Africa,Africa,L827636,G831164,4.963
7/18/2023,5.6221,-0.176,Ghana,5,PV,operating,,,Sub-Saharan Africa,Africa,L827637,G831165,4.004
9/25/2023,10.1801,-2.534,Ghana,13,Assumed PV,operating,2021,,Sub-Saharan Africa,Africa,L827640,G831169,4.4
9/25/2023,10.666,-2.901,Ghana,6.5,Assumed PV,operating,2020,,Sub-Saharan Africa,Africa,L827641,G831170,4.439
8/21/2023,12.1857,-14.6556,Guinea-Bissau,15,PV,announced,,,Sub-Saharan Africa,Africa,L827645,G831174,4.491
8/21/2023,12.2696,-16.1647,Guinea-Bissau,6,PV,announced,,,Sub-Saharan Africa,Africa,L827647,G831176,4.489
8/21/2023,12.2749,-14.2361,Guinea-Bissau,15,PV,announced,,,Sub-Saharan Africa,Africa,L827648,G831177,4.507
8/30/2022,11.8331,-15.6656,Guinea-Bissau,10,PV,operating,2016,,Sub-Saharan Africa,Africa,L811609,G814141,4.521
8/21/2023,11.8331,-15.6656,Guinea-Bissau,10,PV,shelved,,,Sub-Saharan Africa,Africa,L811609,G814142,4.521
11/3/2022,0.2597,34.5513,Kenya,11,PV,operating,2021,,Sub-Saharan Africa,Africa,L800223,G800269,4.811
7/26/2023,0.2597,34.5513,Kenya,19,PV,construction,,,Sub-Saharan Africa,Africa,L800223,G814143,4.811
8/25/2023,6.2394,-10.3589,Liberia,15,PV,announced,,,Sub-Saharan Africa,Africa,L827650,G831180,3.734
8/23/2023,-15.6884,46.3505,Madagascar,10,PV,announced,,,Sub-Saharan Africa,Africa,L827655,G831187,5.012
8/7/2023,19.7485,-14.3924,Mauritania,2,PV,operating,2016,,Sub-Saharan Africa,Africa,L827662,G831198,4.849
8/7/2023,20.5039,-13.044,Mauritania,2,PV,operating,2016,,Sub-Saharan Africa,Africa,L827662,G831199,4.885
8/7/2023,19.5657,-9.6986,Mauritania,2,PV,operating,2016,,Sub-Saharan Africa,Africa,L827662,G831200,4.963
8/7/2023,19.5657,-9.6986,Mauritania,3,PV,operating,2016,,Sub-Saharan Africa,Africa,L827662,G831201,4.963
8/25/2023,-20.436,57.6787,Mauritius,14,PV,announced,,,Sub-Saharan Africa,Africa,L827663,G831202,4.367
8/25/2023,-20.1293,57.506,Mauritius,13.9,PV,construction,2023,,Sub-Saharan Africa,Africa,L827664,G831203,4.445
8/25/2023,-20.0836,57.5149,Mauritius,15,PV,pre-construction,2024,,Sub-Saharan Africa,Africa,L827665,G831204,4.479
8/25/2023,-20.2636,57.4145,Mauritius,15,PV,operating,2014,,Sub-Saharan Africa,Africa,L827666,G831205,4.381
8/25/2023,-20.3003,57.5507,Mauritius,10,PV,operating,2019,,Sub-Saharan Africa,Africa,L827667,G831206,3.974
8/25/2023,-20.334,57.463,Mauritius,17.5,Assumed PV,operating,2019,,Sub-Saharan Africa,Africa,L827668,G831207,4.236
8/25/2023,-20.3003,57.5507,Mauritius,10,PV,announced,,,Sub-Saharan Africa,Africa,L827669,G831208,3.974
8/25/2023,-20.1628,57.7012,Mauritius,10,PV,announced,,,Sub-Saharan Africa,Africa,L827672,G831214,4.43
8/25/2023,-20.1945,57.4506,Mauritius,15,PV,pre-construction,2024,,Sub-Saharan Africa,Africa,L827673,G831215,4.383
8/25/2023,-20.0727,57.5366,Mauritius,16,PV,operating,2019,,Sub-Saharan Africa,Africa,L827675,G831217,4.537
8/25/2023,-20.2365,57.7867,Mauritius,15,PV,pre-construction,2024,,Sub-Saharan Africa,Africa,L827676,G831218,4.589
8/25/2023,-20.2365,57.7867,Mauritius,15,PV,pre-construction,2024,,Sub-Saharan Africa,Africa,L827676,G831219,4.589
9/25/2023,-12.7327,45.1676,Mayotte,4.1,Assumed PV,operating,2011,,Sub-Saharan Africa,Africa,L827677,G831220,4.47
8/1/2023,-13.3069,38.6614,Mozambique,11.3,PV,construction,2023,,Sub-Saharan Africa,Africa,L811627,G814168,4.567
8/1/2023,-14.662,36.5062,Mozambique,19,PV,operating,2023,,Sub-Saharan Africa,Africa,L800084,G800107,4.569
8/1/2023,-17.7942,36.1174,Mozambique,12.5,PV,announced,2024,,Sub-Saharan Africa,Africa,L811630,G814172,4.316
8/1/2023,-17.7942,36.1174,Mozambique,12.5,PV,announced,2024,,Sub-Saharan Africa,Africa,L811630,G814173,4.316
8/1/2023,-17.7942,36.1174,Mozambique,12.5,PV,announced,2024,,Sub-Saharan Africa,Africa,L811630,G814174,4.316
8/1/2023,-17.7942,36.1174,Mozambique,12.5,PV,announced,2024,,Sub-Saharan Africa,Africa,L811630,G814175,4.316
9/25/2023,-28.421,17.464,Namibia,5,Assumed PV,operating,2017,,Sub-Saharan Africa,Africa,L827689,G831234,5.474
7/19/2023,-20.1072,16.1612,Namibia,19.3,PV,pre-construction,2023,,Sub-Saharan Africa,Africa,L827690,G831235,5.309
9/25/2023,-26.5601,18.115,Namibia,6,Assumed PV,operating,2019,,Sub-Saharan Africa,Africa,L827691,G831237,5.545
9/25/2023,-19.519,17.456,Namibia,5,Assumed PV,operating,2018,,Sub-Saharan Africa,Africa,L827693,G831239,5.176
9/25/2023,-23.195,19.561,Namibia,7,Assumed PV,operating,2018,,Sub-Saharan Africa,Africa,L827694,G831240,5.407
9/25/2023,-20.447,16.625,Namibia,5,Assumed PV,operating,2015,,Sub-Saharan Africa,Africa,L827695,G831241,5.309
9/25/2023,-27.982,16.732,Namibia,5,Assumed PV,operating,2017,,Sub-Saharan Africa,Africa,L827697,G831243,5.538
9/25/2023,-22.2901,15.101,Namibia,5,Assumed PV,operating,2018,,Sub-Saharan Africa,Africa,L827698,G831244,5.646
8/24/2023,13.0485,3.2014,Niger,10,PV,pre-construction,,,Sub-Saharan Africa,Africa,L827700,G831246,4.678
9/25/2023,13.969,5.521,Niger,6,Assumed PV,operating,2018,,Sub-Saharan Africa,Africa,L827701,G831247,4.757
9/25/2023,11.983,8.432,Nigeria,7.1,Assumed PV,operating,2019,,Sub-Saharan Africa,Africa,L827705,G831251,4.667
9/25/2023,-2.027,30.376,Rwanda,7,Assumed PV,operating,2014,,Sub-Saharan Africa,Africa,L827720,G831266,4.16
9/25/2023,-20.951,55.313,Réunion,7,Assumed PV,operating,2014,,Sub-Saharan Africa,Africa,L827713,G831259,4.039
9/25/2023,-21.143,55.784,Réunion,8,Assumed PV,operating,2010,,Sub-Saharan Africa,Africa,L827714,G831260,4.044
9/25/2023,-21.2878,55.4961,Réunion,5,Assumed PV,operating,2012,,Sub-Saharan Africa,Africa,L827715,G831261,4.266
9/25/2023,-21.2704,55.3758,Réunion,7,Assumed PV,operating,2014,,Sub-Saharan Africa,Africa,L827716,G831262,4.214
9/25/2023,-21.1642,55.8058,Réunion,4.1,Assumed PV,operating,2010,,Sub-Saharan Africa,Africa,L827717,G831263,3.967
9/25/2023,-21.0384,55.6846,Réunion,14,Assumed PV,operating,2012,,Sub-Saharan Africa,Africa,L827718,G831264,4.239
9/25/2023,-20.9501,55.5906,Réunion,7,Assumed PV,operating,2010,,Sub-Saharan Africa,Africa,L827719,G831265,4.262
9/25/2023,-4.6271,55.4712,Seychelles,5,Assumed PV,operating,2019,,Sub-Saharan Africa,Africa,L827722,G831268,4.305
8/24/2023,8.1869,-11.797,Sierra Leone,5,PV,operating,2022,,Sub-Saharan Africa,Africa,L800060,G831269,4.04
9/25/2023,8.3248,-12.9962,Sierra Leone,6,Assumed PV,operating,2019,,Sub-Saharan Africa,Africa,L827723,G831270,3.978
8/3/2023,2.0777,45.3389,Somalia,8,PV,operating,2020,,Sub-Saharan Africa,Africa,L827724,G831271,4.859
9/25/2023,-27.387,23.001,South Africa,10,Assumed PV,operating,2021,,Sub-Saharan Africa,Africa,L827725,G831273,5.378
9/25/2023,-29.496,20.785,South Africa,9.7,Assumed PV,operating,2013,,Sub-Saharan Africa,Africa,L827727,G831276,5.536
10/9/2023,-33.8303,18.6319,South Africa,8.9,PV,operating,,,Sub-Saharan Africa,Africa,L827728,G831277,4.836
9/25/2023,-30.6279,24.0053,South Africa,9.7,Assumed PV,operating,2013,,Sub-Saharan Africa,Africa,L827730,G831279,5.353
9/25/2023,-26.471,29.0701,South Africa,9.9,Assumed PV,operating,2022,,Sub-Saharan Africa,Africa,L827733,G831282,4.921
9/25/2023,-29.389,23.313,South Africa,11,Assumed PV,operating,2014,,Sub-Saharan Africa,Africa,L827734,G831283,5.319
10/9/2023,-29.1283,19.3958,South Africa,9.7,PV,operating,,,Sub-Saharan Africa,Africa,L827735,G831285,5.654
10/9/2023,-25.6657,27.2414,South Africa,6.9,PV,operating,,,Sub-Saharan Africa,Africa,L827739,G831289,4.965
9/25/2023,-26.834,27.909,South Africa,10,Assumed PV,operating,2023,,Sub-Saharan Africa,Africa,L827740,G831290,5.02
10/9/2023,-33.4603,18.7236,South Africa,5,PV,operating,,,Sub-Saharan Africa,Africa,L827741,G831291,4.833
9/25/2023,-33.3499,18.5309,South Africa,5,Assumed PV,operating,2015,,Sub-Saharan Africa,Africa,L827742,G831292,4.86
9/25/2023,-28.419,21.269,South Africa,8.9,Assumed PV,operating,2014,,Sub-Saharan Africa,Africa,L827743,G831293,5.446
10/9/2023,-31.6794,18.4922,South Africa,8.8,PV,operating,,,Sub-Saharan Africa,Africa,L827744,G831294,5.114
8/25/2023,4.8641,31.5827,South Sudan,12,PV,operating,2022,,Sub-Saharan Africa,Africa,L811675,G814234,4.498
9/25/2023,0.4901,33.429,Uganda,8.7,Assumed PV,operating,2019,,Sub-Saharan Africa,Africa,L827757,G831308,4.511
9/25/2023,1.686,33.658,Uganda,8,Assumed PV,operating,2016,,Sub-Saharan Africa,Africa,L827759,G831310,4.846
9/25/2023,0.631,34.111,Uganda,8,Assumed PV,operating,2015,,Sub-Saharan Africa,Africa,L827760,G831311,4.739
9/25/2023,-17.872,30.951,Zimbabwe,5,Assumed PV,operating,2023,,Sub-Saharan Africa,Africa,L827770,G831327,4.892
10/9/2023,-19.0003,29.8717,Zimbabwe,17.5,PV,operating,,,Sub-Saharan Africa,Africa,L827771,G831328,5.021
10/9/2023,-19.0003,29.8717,Zimbabwe,2,PV,operating,,,Sub-Saharan Africa,Africa,L827772,G831329,5.021
10/9/2023,-19.0003,29.8717,Zimbabwe,5,PV,operating,,,Sub-Saharan Africa,Africa,L827774,G831331,5.021
10/9/2023,-16.7429,31.2952,Zimbabwe,1.2,PV,operating,,,Sub-Saharan Africa,Africa,L827775,G831332,4.727
10/9/2023,-19.0188,32.3689,Zimbabwe,1.4,PV,operating,,,Sub-Saharan Africa,Africa,L827777,G831334,4.819
10/9/2023,-19.0003,29.8717,Zimbabwe,1.2,PV,operating,,,Sub-Saharan Africa,Africa,L827784,G831342,5.021
10/9/2023,-17.7927,31.7678,Zimbabwe,2.5,PV,operating,,,Sub-Saharan Africa,Africa,L827788,G831346,4.954
10/9/2023,-17.8567,31.0602,Zimbabwe,1,PV,operating,,,Sub-Saharan Africa,Africa,L827790,G831355,4.875
10/9/2023,-19.0188,32.3689,Zimbabwe,1.8,PV,operating,,,Sub-Saharan Africa,Africa,L827793,G831358,4.819
10/9/2023,-19.0188,32.3689,Zimbabwe,1.2,PV,operating,,,Sub-Saharan Africa,Africa,L827794,G831359,4.819
5/31/2023,-28.4404,-65.7577,Argentina,12,PV,operating,2023,,Latin America and the Caribbean,South America,L831600,G835558,4.696
6/9/2022,-31.985,-68.5401,Argentina,2,PV,operating,,,Latin America and the Caribbean,South America,L807827,G809543,5.082
6/9/2022,-31.985,-68.5401,Argentina,3,PV,operating,,,Latin America and the Caribbean,South America,L807827,G809544,5.082
6/9/2022,-33.1855,-66.3513,Argentina,5,PV,operating,,,Latin America and the Caribbean,South America,L807828,G809546,4.826
6/9/2022,-29.4911,-67.0709,Argentina,2,PV,operating,,,Latin America and the Caribbean,South America,L807829,G809547,5.044
9/25/2023,-31.989,-68.5401,Argentina,8,Assumed PV,operating,2010,,Latin America and the Caribbean,South America,L831602,G835560,5.082
6/9/2022,-30.9794,-68.7507,Argentina,2,PV,operating,,,Latin America and the Caribbean,South America,L807830,G809548,4.848
5/31/2023,-31.665,-65.0101,Argentina,8,PV,operating,2022,,Latin America and the Caribbean,South America,L831603,G835561,4.753
5/30/2023,-31.665,-65.0101,Argentina,17,PV,operating,2022,,Latin America and the Caribbean,South America,L831604,G835562,4.753
5/31/2023,-37.2602,-70.4062,Argentina,1,PV,construction,,,Latin America and the Caribbean,South America,L831605,G835563,4.934
6/9/2022,-27.6295,-67.616,Argentina,11,PV,operating,,,Latin America and the Caribbean,South America,L807831,G809549,5.642
5/31/2023,-23.7354,-64.5984,Argentina,7.5,PV,construction,2024,,Latin America and the Caribbean,South America,L831607,G835565,4.101
5/31/2023,-24.3364,-65.0885,Argentina,6,PV,operating,2023,,Latin America and the Caribbean,South America,L831607,G835566,4.299
5/31/2023,-24.0701,-64.806,Argentina,7.5,PV,construction,2024,,Latin America and the Caribbean,South America,L831607,G835567,4.201
5/31/2023,-24.3871,-65.2622,Argentina,3,PV,construction,2024,,Latin America and the Caribbean,South America,L831607,G835568,4.257
5/31/2023,-23.2066,-65.3443,Argentina,6,PV,construction,2023,,Latin America and the Caribbean,South America,L831607,G835569,5.89
5/31/2023,-24.4762,-65.0767,Argentina,6,PV,construction,2024,,Latin America and the Caribbean,South America,L831607,G835570,4.37
5/31/2023,-24.2495,-65.2532,Argentina,9,PV,construction,2024,,Latin America and the Caribbean,South America,L831607,G835571,4.285
5/31/2023,-24.2711,-64.7674,Argentina,3,PV,construction,2024,,Latin America and the Caribbean,South America,L831607,G835572,4.236
9/25/2023,-33.213,-68.166,Argentina,12,Assumed PV,operating,2022,,Latin America and the Caribbean,South America,L831608,G835573,4.931
5/31/2023,-33.2945,-66.3165,Argentina,4.5,PV,operating,,,Latin America and the Caribbean,South America,L807832,G809551,4.8
5/31/2023,-33.2945,-66.3165,Argentina,10,PV,operating,2022,,Latin America and the Caribbean,South America,L807832,G835574,4.8
6/9/2022,-31.4066,-68.4776,Argentina,1.7,PV,operating,,,Latin America and the Caribbean,South America,L807833,G809552,5.196
5/31/2023,-27.4854,-55.1315,Argentina,10,PV,announced,,,Latin America and the Caribbean,South America,L831612,G835579,4.205
5/31/2023,-27.4126,-55.963,Argentina,5,PV,operating,2023,,Latin America and the Caribbean,South America,L831613,G835580,4.278
6/9/2022,-33.0389,-68.5416,Argentina,1.2,PV,operating,,,Latin America and the Caribbean,South America,L807837,G809557,4.967
5/31/2023,-31.6849,-68.5862,Argentina,5,PV,operating,2022,,Latin America and the Caribbean,South America,L831615,G835582,5.128
5/31/2023,-27.3765,-55.9494,Argentina,5,PV,operating,2023,,Latin America and the Caribbean,South America,L831616,G835583,4.275
5/31/2023,-27.8696,-55.1438,Argentina,4,PV,pre-construction,2024,,Latin America and the Caribbean,South America,L831619,G835586,4.194
6/9/2022,-31.3888,-68.6744,Argentina,1.2,PV,operating,,,Latin America and the Caribbean,South America,L807838,G809558,5.143
9/25/2023,-33.111,-68.192,Argentina,6.6,Assumed PV,operating,2020,,Latin America and the Caribbean,South America,L831620,G835587,4.926
6/9/2022,-28.035,-67.5593,Argentina,15,PV,operating,,,Latin America and the Caribbean,South America,L807840,G809560,5.229
6/9/2022,-28.0869,-67.533,Argentina,7,PV,operating,,,Latin America and the Caribbean,South America,L807840,G809561,5.209
6/9/2022,-31.3327,-68.6685,Argentina,13.5,PV,operating,2019,,Latin America and the Caribbean,South America,L807243,G809563,5.175
6/9/2022,-31.3327,-68.6685,Argentina,6.5,PV,operating,,,Latin America and the Caribbean,South America,L807842,G809564,5.175
5/31/2023,-36.6527,-64.3571,Argentina,7,PV,pre-construction,2023,,Latin America and the Caribbean,South America,L831624,G835592,4.571
5/31/2023,13.2951,-59.6302,Barbados,10,PV,operating,2016,,Latin America and the Caribbean,South America,L831626,G835594,4.753
9/25/2023,-11.082,-68.769,Bolivia,5,Assumed PV,operating,2014,,Latin America and the Caribbean,South America,L831627,G835595,4.054
5/31/2023,-17.7717,-67.4383,Bolivia,2.5,PV,operating,2022,,Latin America and the Caribbean,South America,L807146,G835596,5.842
9/25/2023,-21.8301,-65.2301,Bolivia,5.6,Assumed PV,operating,2017,,Latin America and the Caribbean,South America,L831630,G835599,5.914
5/31/2023,-21.8375,-65.1001,Bolivia,5,PV,operating,2018,,Latin America and the Caribbean,South America,L831629,G835598,5.979
9/25/2023,17.497,-62.973,"Bonaire, Sint Eustatius and Saba",4.1,Assumed PV,operating,2017,,Latin America and the Caribbean,South America,L831631,G835600,4.854
7/6/2022,-12.9101,-38.3399,Brazil,3.3,PV,operating,2018,,Latin America and the Caribbean,South America,L807849,G809573,4.573
7/6/2022,-5.3801,-36.8199,Brazil,1.1,PV,operating,2014,,Latin America and the Caribbean,South America,L807852,G809588,4.48
10/10/2023,-23.3886,-53.2944,Brazil,1,PV,operating,2022,,Latin America and the Caribbean,South America,L831640,G835698,4.415
10/10/2023,-23.3744,-53.3003,Brazil,1,PV,operating,2022,,Latin America and the Caribbean,South America,L831641,G835699,4.419
10/10/2023,-10.7869,-49.6192,Brazil,1.1,PV,operating,2023,,Latin America and the Caribbean,South America,L831648,G835736,4.475
10/10/2023,-11.4276,-42.5032,Brazil,7.7,PV,pre-construction,,,Latin America and the Caribbean,South America,L831649,G835737,4.88
10/10/2023,-11.4276,-42.5032,Brazil,7.7,PV,pre-construction,,,Latin America and the Caribbean,South America,L831650,G835738,4.88
10/10/2023,-11.4276,-42.5032,Brazil,7.7,PV,pre-construction,,,Latin America and the Caribbean,South America,L831651,G835739,4.88
10/10/2023,-11.4276,-42.5032,Brazil,7.7,PV,pre-construction,,,Latin America and the Caribbean,South America,L831652,G835740,4.88
10/10/2023,-11.4276,-42.5032,Brazil,7.7,PV,pre-construction,,,Latin America and the Caribbean,South America,L831653,G835741,4.88
10/10/2023,-11.4276,-42.5032,Brazil,7.7,PV,pre-construction,,,Latin America and the Caribbean,South America,L831654,G835742,4.88
10/10/2023,-15.3772,-43.6963,Brazil,17.2,PV,pre-construction,,,Latin America and the Caribbean,South America,L807858,G835801,4.802
10/10/2023,-15.4004,-43.7281,Brazil,13.7,PV,pre-construction,,,Latin America and the Caribbean,South America,L807858,G835802,4.791
10/10/2023,-5.3379,-35.7777,Brazil,10,PV,pre-construction,,,Latin America and the Caribbean,South America,L831657,G835803,4.559
8/8/2023,-5.3401,-35.7799,Brazil,10,PV,pre-construction,,,Latin America and the Caribbean,South America,L807859,G809643,4.559
10/10/2023,-13.2523,-43.4171,Brazil,10.3,PV,pre-construction,,,Latin America and the Caribbean,South America,L831665,G835854,4.845
8/8/2023,-5.8301,-36.6499,Brazil,12,PV,pre-construction,,,Latin America and the Caribbean,South America,L807861,G809648,4.485
10/10/2023,-15.2053,-48.7125,Brazil,18.8,PV,pre-construction,,,Latin America and the Caribbean,South America,L831663,G835852,4.731
10/10/2023,-7.8648,-38.8223,Brazil,5,PV,construction,,,Latin America and the Caribbean,South America,L831664,G835853,4.613
7/6/2022,-10.8501,-62.0099,Brazil,1.2,PV,operating,,,Latin America and the Caribbean,South America,L807863,G809654,4.18
10/10/2023,-9.7731,-45.471,Brazil,12.8,PV,pre-construction,,,Latin America and the Caribbean,South America,L831670,G835886,4.783
10/10/2023,-9.7749,-45.4623,Brazil,17,PV,pre-construction,,,Latin America and the Caribbean,South America,L831670,G835887,4.783
7/6/2022,-19.5101,-40.1399,Brazil,1,PV,operating,,,Latin America and the Caribbean,South America,L807866,G809693,3.967
7/6/2022,-15.5401,-43.6299,Brazil,5,PV,operating,2020,,Latin America and the Caribbean,South America,L807868,G809695,4.765
12/9/2023,-10.2101,-63.8099,Brazil,5.2,PV,operating,2022,,Latin America and the Caribbean,South America,L807869,G809696,4.086
10/10/2023,-30.8807,-51.8097,Brazil,13.7,PV,pre-construction,,,Latin America and the Caribbean,South America,L831674,G835906,3.978
10/10/2023,-14.7261,-57.8293,Brazil,1.8,PV,operating,2022,,Latin America and the Caribbean,South America,L831675,G835907,4.265
10/10/2023,-14.736,-57.8342,Brazil,1.8,PV,operating,2022,,Latin America and the Caribbean,South America,L831676,G835908,4.27
7/6/2022,-8.2701,-35.9799,Brazil,1.5,PV,operating,,,Latin America and the Caribbean,South America,L807874,G809701,4.259
10/10/2023,-18.8999,-52.4664,Brazil,5.1,PV,pre-construction,,,Latin America and the Caribbean,South America,L831686,G835994,4.522
10/8/2023,-18.9001,-52.4699,Brazil,5,PV,pre-construction,,,Latin America and the Caribbean,South America,L807503,G809710,4.521
12/9/2023,-20.8078,-51.5294,Brazil,5,PV,operating,2022,,Latin America and the Caribbean,South America,L807504,G809713,4.578
7/6/2022,-29.1801,-51.2799,Brazil,1.8,PV,operating,,,Latin America and the Caribbean,South America,L807876,G809714,4.086
7/6/2022,-19.8701,-43.9699,Brazil,1.4,PV,operating,2014,,Latin America and the Caribbean,South America,L807878,G809725,4.492
10/10/2023,-3.8564,-38.5486,Brazil,4.5,PV,operating,2022,,Latin America and the Caribbean,South America,L831691,G836018,4.608
7/6/2022,-11.7301,-62.1799,Brazil,1,PV,operating,,,Latin America and the Caribbean,South America,L807880,G809727,4.179
8/8/2023,-8.3901,-42.1499,Brazil,15.6,PV,pre-construction,,,Latin America and the Caribbean,South America,L807882,G809750,4.624
8/8/2023,-8.3801,-42.1499,Brazil,18.7,PV,pre-construction,,,Latin America and the Caribbean,South America,L807882,G809746,4.622
8/8/2023,-8.3801,-42.1599,Brazil,18.7,PV,pre-construction,,,Latin America and the Caribbean,South America,L807882,G809747,4.621
8/8/2023,-8.3901,-42.1599,Brazil,18.7,PV,pre-construction,,,Latin America and the Caribbean,South America,L807882,G809748,4.621
10/10/2023,-5.2077,-42.7527,Brazil,1,PV,operating,2020,,Latin America and the Caribbean,South America,L831694,G836035,4.63
10/10/2023,-4.1822,-47.5486,Brazil,1,PV,operating,2023,,Latin America and the Caribbean,South America,L831700,G836062,4.064
10/10/2023,-28.4596,-52.8201,Brazil,2.5,PV,operating,2023,,Latin America and the Caribbean,South America,L831702,G836070,4.212
10/10/2023,-29.1726,-51.2834,Brazil,1,PV,operating,2023,,Latin America and the Caribbean,South America,L831704,G836077,4.08
10/10/2023,-13.7015,-57.9103,Brazil,2.3,PV,operating,2021,,Latin America and the Caribbean,South America,L831709,G836125,4.382
10/10/2023,-16.6037,-54.4783,Brazil,1.5,PV,operating,2021,,Latin America and the Caribbean,South America,L831710,G836126,4.536
10/10/2023,-3.5844,-43.9338,Brazil,1.2,PV,operating,2020,,Latin America and the Caribbean,South America,L831712,G836131,4.334
10/10/2023,-23.5108,-46.1597,Brazil,2.1,PV,operating,2022,,Latin America and the Caribbean,South America,L831714,G836147,3.921
12/9/2023,-6.9201,-37.5499,Brazil,14,PV,pre-construction,,,Latin America and the Caribbean,South America,L807889,G809766,4.763
7/6/2022,-15.492,-44.393,Brazil,9.1,PV,operating,2017,,Latin America and the Caribbean,South America,L807891,G809768,4.81
