Date_Last_Researched,Latitude,Longitude,Country,Capacity_(MW),Installation_Type,Status,Start_year,Retired_year,Subregion,Region,GEM_location_ID,GEM_phase_ID,PV_value
3/13/2023,39.8517,-7.9197,Portugal,6,onshore,operating,2003,,Southern Europe,Europe,L908273,G925360,368.51596
3/13/2023,39.8517,-7.9197,Portugal,6,onshore,operating,2009,,Southern Europe,Europe,L908273,G925361,368.51596
3/13/2023,39.8441,-7.9359,Portugal,4,onshore,operating,2020,,Southern Europe,Europe,L908273,G925362,382.0615
3/20/2023,39.6042,-8.8176,Portugal,6,onshore,pre-construction,,,Southern Europe,Europe,L920623,G925363,270.8068
3/20/2023,40.9832,-8.0449,Portugal,4,onshore,pre-construction,,,Southern Europe,Europe,L910719,G925364,629.254
3/13/2023,40.1301,-8.0501,Portugal,2,onshore,operating,2018,,Southern Europe,Europe,L908274,G925365,234.12096
3/13/2023,40.5561,-8.1948,Portugal,1.2,onshore,operating,2004,,Southern Europe,Europe,L920624,G925366,509.62485
3/13/2023,40.6198,-8.1508,Portugal,4.8,onshore,operating,2021,,Southern Europe,Europe,L915606,G925368,410.67355
3/13/2023,41.7567,-8.8083,Portugal,1.8,onshore,operating,2013,,Southern Europe,Europe,L908804,G925369,449.86765
3/20/2023,41.7579,-8.8176,Portugal,3.6,onshore,pre-construction,,,Southern Europe,Europe,L911764,G925370,449.86765
3/13/2023,40.6621,-7.924,Portugal,2,onshore,operating,2007,,Southern Europe,Europe,L920625,G925371,239.06425
3/13/2023,41.8118,-6.7509,Portugal,4,onshore,operating,2004,,Southern Europe,Europe,L920626,G925372,140.97037
3/13/2023,39.5383,-9.0498,Portugal,2,onshore,operating,2006,,Southern Europe,Europe,L920627,G925373,360.80875
3/20/2023,40.825,-8.1401,Portugal,8,onshore,pre-construction,,,Southern Europe,Europe,L914198,G925374,467.31134
3/13/2023,41.298,-7.7371,Portugal,2,onshore,operating,2009,,Southern Europe,Europe,L920628,G925375,126.20151
3/13/2023,38.5351,-8.9058,Portugal,6.9,onshore,operating,2004,,Southern Europe,Europe,L920629,G925376,263.74866
3/13/2023,40.2299,-8.4245,Portugal,4,onshore,operating,2007,,Southern Europe,Europe,L920630,G925377,223.87439
3/13/2023,40.6621,-7.924,Portugal,8,onshore,operating,2009,,Southern Europe,Europe,L920631,G925378,239.06425
3/20/2023,40.108,-8.177,Portugal,8.4,onshore,operating,,,Southern Europe,Europe,L914319,G925379,272.81287
3/13/2023,37.0281,-7.9228,Portugal,6,onshore,operating,2015,,Southern Europe,Europe,L920632,G925380,232.8595
3/13/2023,40.5412,-7.25,Portugal,2.6,onshore,operating,2004,,Southern Europe,Europe,L920633,G925381,282.73926
3/13/2023,39.8257,-7.4957,Portugal,8,onshore,operating,2012,,Southern Europe,Europe,L920634,G925383,244.40366
3/13/2023,41.7178,-8.8284,Portugal,6,onshore,operating,2005,,Southern Europe,Europe,L920635,G925384,249.07494
3/13/2023,38.8801,-9.1401,Portugal,6,onshore,operating,2007,,Southern Europe,Europe,L908883,G925385,465.42477
3/13/2023,41.8118,-6.7509,Portugal,8,onshore,operating,2007,,Southern Europe,Europe,L920636,G925386,140.97037
3/20/2023,41.0863,-7.8701,Portugal,1.8,onshore,pre-construction,,,Southern Europe,Europe,L907846,G925387,550.6234
3/13/2023,41.0863,-7.8701,Portugal,2,onshore,operating,2021,,Southern Europe,Europe,L908276,G925388,550.6234
3/13/2023,41.1644,-8.6332,Portugal,1.5,onshore,operating,2014,,Southern Europe,Europe,L907865,G925390,233.61064
3/13/2023,40.5412,-7.25,Portugal,8,onshore,operating,2008,,Southern Europe,Europe,L920637,G925391,282.73926
3/13/2023,37.2254,-8.7583,Portugal,3.8,onshore,operating,2016,,Southern Europe,Europe,L911071,G925392,379.8582
3/13/2023,38.9098,-9.276,Portugal,3.3,onshore,operating,1999,,Southern Europe,Europe,L920638,G925393,395.67236
3/13/2023,38.9098,-9.276,Portugal,3.9,onshore,operating,2002,,Southern Europe,Europe,L920638,G925394,395.67236
3/20/2023,41.0331,-7.9346,Portugal,5.5,onshore,pre-construction,,,Southern Europe,Europe,L913704,G925395,597.0658
3/20/2023,41.6026,-7.9896,Portugal,4.2,onshore,pre-construction,,,Southern Europe,Europe,L911974,G925396,407.4577
3/13/2023,39.2962,-9.2605,Portugal,2.7,onshore,operating,2013,,Southern Europe,Europe,L911149,G925397,358.3366
3/13/2023,39.2962,-9.2605,Portugal,2.7,onshore,operating,2013,,Southern Europe,Europe,L911149,G925398,358.3366
3/13/2023,41.1628,-8.623,Portugal,4.2,onshore,operating,2008,,Southern Europe,Europe,L920639,G925399,211.11798
3/14/2023,40.2299,-8.4245,Portugal,9.9,onshore,operating,2001,,Southern Europe,Europe,L920640,G925400,223.87439
3/14/2023,41.298,-7.7371,Portugal,2.6,onshore,operating,2006,,Southern Europe,Europe,L920641,G925401,126.20151
3/14/2023,39.0707,-9.2235,Portugal,6,onshore,operating,2009,,Southern Europe,Europe,L920642,G925402,285.70273
3/14/2023,39.0565,-9.1992,Portugal,4,onshore,operating,2009,,Southern Europe,Europe,L920643,G925403,281.54538
3/14/2023,40.6621,-7.924,Portugal,9,onshore,operating,2005,,Southern Europe,Europe,L920644,G925404,239.06425
3/14/2023,41.298,-7.7371,Portugal,9,onshore,operating,2003,,Southern Europe,Europe,L910305,G925405,126.20151
3/14/2023,39.0353,-9.1401,Portugal,6,onshore,operating,2009,,Southern Europe,Europe,L920645,G925406,322.31204
3/14/2023,38.8956,-9.2376,Portugal,2.6,onshore,operating,2004,,Southern Europe,Europe,L920647,G925408,409.81976
3/14/2023,38.5351,-8.9058,Portugal,1.8,onshore,operating,1992,,Southern Europe,Europe,L920648,G925409,263.74866
3/14/2023,38.7336,-9.1387,Portugal,1.8,onshore,operating,2004,,Southern Europe,Europe,L920649,G925410,189.31293
3/14/2023,39.0223,-9.1393,Portugal,2,onshore,operating,2005,,Southern Europe,Europe,L920650,G925411,361.06345
3/14/2023,40.5412,-7.25,Portugal,8,onshore,operating,2008,,Southern Europe,Europe,L911638,G925412,282.73926
3/14/2023,40.4461,-7.3587,Portugal,4.6,onshore,operating,2014,,Southern Europe,Europe,L911638,G925413,341.13885
3/14/2023,40.5412,-7.25,Portugal,9.1,onshore,operating,2004,,Southern Europe,Europe,L920651,G925414,282.73926
3/14/2023,40.5412,-7.25,Portugal,1.8,onshore,operating,2016,,Southern Europe,Europe,L920651,G925415,282.73926
3/14/2023,39.8257,-7.4957,Portugal,8,onshore,operating,2009,,Southern Europe,Europe,L920652,G925416,244.40366
3/20/2023,40.9472,-7.8051,Portugal,4,onshore,pre-construction,,,Southern Europe,Europe,L914084,G925417,328.8944
3/20/2023,40.9451,-7.7542,Portugal,4,onshore,pre-construction,,,Southern Europe,Europe,L914087,G925418,379.23853
3/14/2023,41.475,-7.6272,Portugal,2,onshore,operating,2009,,Southern Europe,Europe,L911643,G925419,459.50613
3/14/2023,41.298,-7.7371,Portugal,7.5,onshore,operating,2004,,Southern Europe,Europe,L920654,G925421,126.20151
3/14/2023,38.7336,-9.1387,Portugal,8,onshore,operating,2005,,Southern Europe,Europe,L920655,G925423,189.31293
3/14/2023,38.7336,-9.1387,Portugal,4,onshore,operating,2009,,Southern Europe,Europe,L920655,G925424,189.31293
3/14/2023,41.2501,-7.8901,Portugal,6,onshore,operating,2005,,Southern Europe,Europe,L908094,G925426,357.4312
3/14/2023,41.2501,-7.8901,Portugal,2.1,onshore,operating,2016,,Southern Europe,Europe,L908094,G925427,357.4312
3/14/2023,40.2064,-7.2489,Portugal,8,onshore,operating,2016,,Southern Europe,Europe,L909161,G925428,360.85385
3/14/2023,39.7053,-7.7378,Portugal,2,onshore,operating,2007,,Southern Europe,Europe,L920657,G925429,132.79678
3/14/2023,37.0281,-7.9228,Portugal,6,onshore,operating,2007,,Southern Europe,Europe,L920658,G925430,232.8595
3/14/2023,37.0281,-7.9228,Portugal,2.1,onshore,operating,2017,,Southern Europe,Europe,L920659,G925431,232.8595
3/14/2023,38.8883,-9.2005,Portugal,2,onshore,operating,2006,,Southern Europe,Europe,L920660,G925432,474.90457
3/14/2023,39.3034,-9.2146,Portugal,9.1,onshore,operating,2006,,Southern Europe,Europe,L920662,G925434,363.44443
3/14/2023,41.1628,-8.623,Portugal,1.1,onshore,operating,1998,,Southern Europe,Europe,L920663,G925435,211.11798
3/14/2023,39.4988,-8.8972,Portugal,7.2,onshore,operating,2014,,Southern Europe,Europe,L920664,G925436,532.1101
3/14/2023,39.3401,-8.7309,Portugal,2,onshore,operating,2006,,Southern Europe,Europe,L920665,G925437,234.02325
3/14/2023,41.7178,-8.8284,Portugal,2,onshore,operating,2012,,Southern Europe,Europe,L920666,G925438,249.07494
3/14/2023,40.2299,-8.4245,Portugal,2,onshore,operating,2005,,Southern Europe,Europe,L920667,G925439,223.87439
3/14/2023,40.4192,-7.2627,Portugal,5.1,onshore,operating,2013,,Southern Europe,Europe,L909983,G925440,339.95386
3/14/2023,40.4192,-7.2627,Portugal,8,onshore,operating,2013,,Southern Europe,Europe,L909983,G925441,339.95386
3/14/2023,40.4192,-7.2627,Portugal,4.2,onshore,operating,2013,,Southern Europe,Europe,L909983,G925442,339.95386
3/14/2023,40.4192,-7.2627,Portugal,2,onshore,operating,2013,,Southern Europe,Europe,L909983,G925443,339.95386
3/14/2023,40.4192,-7.2627,Portugal,5.1,onshore,operating,2013,,Southern Europe,Europe,L909983,G925444,339.95386
3/14/2023,40.4192,-7.2627,Portugal,2,onshore,operating,2013,,Southern Europe,Europe,L909983,G925445,339.95386
3/14/2023,40.4192,-7.2627,Portugal,2.4,onshore,operating,2013,,Southern Europe,Europe,L909983,G925446,339.95386
3/14/2023,37.0281,-7.9228,Portugal,5.5,onshore,operating,2014,,Southern Europe,Europe,L920668,G925447,232.8595
3/14/2023,40.6395,-8.6525,Portugal,3.7,onshore,operating,2019,,Southern Europe,Europe,L920669,G925448,283.35803
3/14/2023,38.7336,-9.1387,Portugal,6,onshore,operating,2004,,Southern Europe,Europe,L920670,G925449,189.31293
3/14/2023,40.6621,-7.924,Portugal,4,onshore,operating,2005,,Southern Europe,Europe,L920671,G925450,239.06425
3/14/2023,40.6621,-7.924,Portugal,2,onshore,operating,2007,,Southern Europe,Europe,L920672,G925451,239.06425
3/14/2023,40.6621,-7.924,Portugal,2,onshore,operating,2013,,Southern Europe,Europe,L920672,G925452,239.06425
3/14/2023,38.9738,-9.2274,Portugal,6.9,onshore,operating,2006,,Southern Europe,Europe,L920673,G925453,336.09332
3/20/2023,41.9125,-8.7113,Portugal,2.15,onshore,pre-construction,,,Southern Europe,Europe,L908144,G925454,461.1029
3/14/2023,40.9949,-8.0911,Portugal,2,onshore,operating,2015,,Southern Europe,Europe,L908145,G925455,408.00717
3/14/2023,40.6621,-7.924,Portugal,1.2,onshore,operating,2003,,Southern Europe,Europe,L920674,G925456,239.06425
3/14/2023,40.6621,-7.924,Portugal,4,onshore,operating,2003,,Southern Europe,Europe,L920674,G925457,239.06425
3/14/2023,39.0207,-9.2074,Portugal,6,onshore,operating,2006,,Southern Europe,Europe,L920675,G925458,327.24664
3/14/2023,39.0207,-9.2074,Portugal,2,onshore,operating,2008,,Southern Europe,Europe,L920675,G925459,327.24664
3/14/2023,38.7336,-9.1387,Portugal,2,onshore,operating,2009,,Southern Europe,Europe,L920676,G925460,189.31293
3/14/2023,40.5412,-7.25,Portugal,2,onshore,operating,2009,,Southern Europe,Europe,L920677,G925461,282.73926
3/14/2023,39.3217,-9.2659,Portugal,4,onshore,operating,2021,,Southern Europe,Europe,L912010,G925462,375.98026
3/14/2023,39.6222,-8.0282,Portugal,4.5,onshore,operating,2002,,Southern Europe,Europe,L910144,G925463,320.44855
3/14/2023,40.2299,-8.4245,Portugal,6,onshore,operating,2010,,Southern Europe,Europe,L920678,G925464,223.87439
3/14/2023,41.1628,-8.623,Portugal,2,onshore,operating,2007,,Southern Europe,Europe,L920679,G925465,211.11798
3/14/2023,41.1628,-8.623,Portugal,8,onshore,operating,2005,,Southern Europe,Europe,L920680,G925466,211.11798
3/14/2023,39.3401,-8.7309,Portugal,4.2,onshore,operating,2021,,Southern Europe,Europe,L920681,G925467,234.02325
3/20/2023,39.0601,-9.2601,Portugal,2,onshore,operating,2022,,Southern Europe,Europe,L908166,G925468,254.53609
3/20/2023,39.9106,-8.6267,Portugal,4,onshore,pre-construction,,,Southern Europe,Europe,L920682,G925469,217.69586
3/14/2023,39.2926,-9.0279,Portugal,2,onshore,operating,2016,,Southern Europe,Europe,L908168,G925470,305.74734
3/14/2023,41.6781,-7.9999,Portugal,2,onshore,operating,2011,,Southern Europe,Europe,L908169,G925471,278.54462
3/14/2023,41.6781,-7.9999,Portugal,6,onshore,operating,2014,,Southern Europe,Europe,L908169,G925472,278.54462
3/14/2023,41.7415,-7.6535,Portugal,4.6,onshore,operating,2015,,Southern Europe,Europe,L912986,G925473,445.80267
3/14/2023,37.3759,-8.0889,Portugal,2.35,onshore,operating,2014,,Southern Europe,Europe,L909257,G925474,329.56882
3/14/2023,37.3759,-8.0889,Portugal,2,onshore,operating,2011,,Southern Europe,Europe,L909257,G925475,329.56882
3/20/2023,40.5828,-7.398,Portugal,4,onshore,pre-construction,,,Southern Europe,Europe,L913545,G925476,453.4729
3/14/2023,40.6621,-7.924,Portugal,4,onshore,operating,2005,,Southern Europe,Europe,L920683,G925477,239.06425
3/14/2023,40.6621,-7.924,Portugal,8,onshore,operating,2009,,Southern Europe,Europe,L920684,G925478,239.06425
3/14/2023,41.7783,-7.8747,Portugal,8,onshore,operating,2012,,Southern Europe,Europe,L908200,G925479,366.64972
3/14/2023,40.9903,-7.8503,Portugal,4,onshore,operating,2021,,Southern Europe,Europe,L912531,G925480,471.34702
3/14/2023,40.3655,-8.6583,Portugal,9,onshore,operating,2012,,Southern Europe,Europe,L913574,G925481,186.73279
3/14/2023,39.7513,-8.8034,Portugal,6,onshore,operating,2005,,Southern Europe,Europe,L920686,G925483,156.71677
3/14/2023,40.0537,-8.2523,Portugal,4.6,onshore,operating,2013,,Southern Europe,Europe,L912543,G925484,329.44995
3/14/2023,40.0466,-8.2752,Portugal,4,onshore,operating,2014,,Southern Europe,Europe,L912853,G925485,428.5557
3/14/2023,41.5516,-8.4191,Portugal,2,onshore,operating,2005,,Southern Europe,Europe,L920687,G925486,156.2535
3/14/2023,41.5516,-8.4191,Portugal,1.6,onshore,operating,2006,,Southern Europe,Europe,L920688,G925487,156.2535
2/7/2023,43.371,-8.3959,Spain,7.84,onshore,announced,,,Southern Europe,Europe,L912621,G915753,300.5715
3/31/2023,58.1496,14.2211,Sweden,4,onshore,operating,2014,,Northern Europe,Europe,L911235,G914195,362.97104
1/11/2023,44.8086,35.0856,Ukraine,6.3,onshore,operating,2002,,Eastern Europe,Europe,L912042,G915097,637.67926
1/11/2023,47.1419,37.9161,Ukraine,3.6,onshore,mothballed,,,Eastern Europe,Europe,L912139,G925666,408.28366
4/10/2023,51.517,-2.6891,United Kingdom,2.5,onshore,operating,2019,,Northern Europe,Europe,L920835,G925671,526.8826
4/10/2023,58.4385,-3.2015,United Kingdom,6.2,onshore,operating,2009,,Northern Europe,Europe,L920836,G925672,732.801
4/10/2023,53.3876,-1.3779,United Kingdom,2.6,onshore,operating,2009,,Northern Europe,Europe,L920838,G925675,335.9346
4/10/2023,55.1021,-1.625,United Kingdom,6,onshore,pre-construction,,,Northern Europe,Europe,L920839,G925676,715.13904
4/10/2023,55.4342,-4.5931,United Kingdom,1,onshore,pre-construction,,,Northern Europe,Europe,L920841,G925678,806.47327
4/10/2023,58.9523,-3.1356,United Kingdom,2.7,onshore,pre-construction,,,Northern Europe,Europe,L920843,G925680,902.494
4/10/2023,50.6861,-2.1777,United Kingdom,9.2,onshore,pre-construction,,,Northern Europe,Europe,L920844,G925681,516.0854
4/10/2023,54.152,-0.519,United Kingdom,1.3,onshore,pre-construction,,,Northern Europe,Europe,L920845,G925682,609.2591
4/10/2023,54.5222,-7.0946,United Kingdom,7.1,onshore,operating,2017,,Northern Europe,Europe,L920846,G925683,953.9428
4/10/2023,54.5128,-7.1113,United Kingdom,7.1,onshore,operating,2017,,Northern Europe,Europe,L920846,G925684,953.9428
4/10/2023,51.5723,-2.4999,United Kingdom,6.9,onshore,operating,2017,,Northern Europe,Europe,L920847,G925685,483.27325
4/10/2023,51.5559,-2.9738,United Kingdom,2.3,onshore,operating,2016,,Northern Europe,Europe,L920848,G925686,477.2781
4/10/2023,56.6477,-2.5582,United Kingdom,1,onshore,construction,,,Northern Europe,Europe,L920849,G925687,657.2657
4/10/2023,57.6505,-2.2064,United Kingdom,1.4,onshore,pre-construction,,,Northern Europe,Europe,L920850,G925688,953.4134
4/10/2023,55.72,-4.2537,United Kingdom,7.2,onshore,operating,2014,,Northern Europe,Europe,L920851,G925689,766.61957
4/10/2023,55.7102,-4.2521,United Kingdom,4.3,onshore,operating,2014,,Northern Europe,Europe,L920852,G925690,680.33875
4/10/2023,55.6439,-4.8061,United Kingdom,6,onshore,operating,2008,,Northern Europe,Europe,L920853,G925691,839.2929
4/10/2023,56.5709,-3.0481,United Kingdom,6.4,onshore,operating,2013,,Northern Europe,Europe,L920854,G925692,707.7465
4/10/2023,58.1766,-6.4383,United Kingdom,3.9,onshore,operating,2006,,Northern Europe,Europe,L920855,G925693,733.9559
4/10/2023,54.1839,-3.1814,United Kingdom,4.6,onshore,operating,1999,,Northern Europe,Europe,L920858,G925696,744.9071
4/10/2023,55.5447,-5.6602,United Kingdom,6.9,onshore,operating,2018,,Northern Europe,Europe,L920860,G925698,890.0265
4/10/2023,57.5814,-2.6468,United Kingdom,2.4,onshore,operating,2014,,Northern Europe,Europe,L920861,G925699,755.7327
4/10/2023,51.5383,-2.6739,United Kingdom,5,onshore,operating,2013,,Northern Europe,Europe,L920864,G925702,626.114
4/10/2023,51.5166,-2.7027,United Kingdom,6,onshore,operating,2007,,Northern Europe,Europe,L920865,G925703,576.4645
4/10/2023,51.5029,-2.6988,United Kingdom,9,onshore,operating,2014,,Northern Europe,Europe,L920865,G925704,509.984
4/10/2023,51.5115,-2.6735,United Kingdom,8.2,onshore,operating,2014,,Northern Europe,Europe,L920866,G925705,477.75214
4/10/2023,56.9293,-2.4065,United Kingdom,2.3,onshore,pre-construction,,,Northern Europe,Europe,L920867,G925706,588.0937
4/10/2023,57.587,-2.4167,United Kingdom,4.6,onshore,operating,2014,,Northern Europe,Europe,L920868,G925707,666.7556
4/10/2023,54.8795,-6.2332,United Kingdom,4.7,onshore,operating,2013,,Northern Europe,Europe,L920870,G925709,589.00183
4/10/2023,54.8725,-4.5165,United Kingdom,9.1,onshore,operating,2012,,Northern Europe,Europe,L920871,G925710,607.20917
4/10/2023,53.3213,0.2384,United Kingdom,9.6,onshore,operating,2004,,Northern Europe,Europe,L920873,G925712,603.0599
4/10/2023,53.3213,0.2384,United Kingdom,4.6,onshore,operating,2006,,Northern Europe,Europe,L920874,G925713,603.0599
4/10/2023,54.8657,-4.7879,United Kingdom,8.1,onshore,operating,2013,,Northern Europe,Europe,L920877,G925716,726.2102
4/10/2023,54.8767,-4.7893,United Kingdom,8.4,onshore,pre-construction,,,Northern Europe,Europe,L920878,G925717,667.44586
4/10/2023,52.682,-1.5238,United Kingdom,2,onshore,pre-construction,,,Northern Europe,Europe,L920879,G925718,537.231
4/10/2023,58.9217,-2.7157,United Kingdom,1.8,onshore,operating,2013,,Northern Europe,Europe,L920880,G925719,1102.4945
4/10/2023,51.507,-1.536,United Kingdom,1.3,onshore,pre-construction,,,Northern Europe,Europe,L920881,G925720,570.8339
4/10/2023,50.4703,-4.9556,United Kingdom,9.8,onshore,operating,2001,,Northern Europe,Europe,L920882,G925721,722.2231
4/10/2023,51.5256,0.0799,United Kingdom,2.2,onshore,operating,2014,,Northern Europe,Europe,L920883,G925722,251.97847
4/10/2023,56.3824,-5.2977,United Kingdom,7.8,onshore,operating,1999,,Northern Europe,Europe,L920886,G925725,925.96265
4/10/2023,57.7882,-4.2482,United Kingdom,4.6,onshore,operating,2009,,Northern Europe,Europe,L913181,G925726,815.3859
4/10/2023,58.205,-6.4802,United Kingdom,5,onshore,pre-construction,,,Northern Europe,Europe,L920887,G925727,715.93286
4/10/2023,54.6857,-6.8876,United Kingdom,2.3,onshore,pre-construction,,,Northern Europe,Europe,L920889,G925729,853.151
4/10/2023,54.6864,-6.8908,United Kingdom,2.3,onshore,pre-construction,,,Northern Europe,Europe,L920890,G925730,907.96643
4/10/2023,54.6857,-6.8876,United Kingdom,2.3,onshore,pre-construction,,,Northern Europe,Europe,L920890,G925731,853.151
4/10/2023,57.4298,-6.4583,United Kingdom,4.6,onshore,operating,2011,,Northern Europe,Europe,L912192,G925732,729.52075
4/10/2023,57.4699,-6.4322,United Kingdom,8.4,onshore,pre-construction,,,Northern Europe,Europe,L920891,G925733,496.87103
4/10/2023,57.7055,-4.4267,United Kingdom,9,onshore,operating,1997,,Northern Europe,Europe,L920892,G925734,1156.5359
4/10/2023,54.704,-7.4405,United Kingdom,5,onshore,operating,1995,,Northern Europe,Europe,L920893,G925735,687.208
4/10/2023,54.705,-7.4265,United Kingdom,9,onshore,operating,2008,,Northern Europe,Europe,L920893,G925736,668.6725
4/10/2023,55.2152,-1.5572,United Kingdom,2.3,onshore,operating,2013,,Northern Europe,Europe,L920894,G925737,701.66455
4/10/2023,58.4488,-3.2498,United Kingdom,3.9,onshore,operating,2008,,Northern Europe,Europe,L920895,G925739,748.35706
4/10/2023,54.6414,-7.6054,United Kingdom,9,onshore,operating,2007,,Northern Europe,Europe,L920896,G925740,960.2024
8/2/2021,56.3061,-3.3296,United Kingdom,9,onshore,operating,,,Northern Europe,Europe,L907739,G910407,803.5994
4/10/2023,53.5433,-1.7062,United Kingdom,7.5,onshore,operating,2013,,Northern Europe,Europe,L920897,G925741,1364.0859
4/10/2023,51.9971,-4.4413,United Kingdom,3.9,onshore,operating,2002,,Northern Europe,Europe,L920898,G925742,951.7916
4/10/2023,55.7416,-4.0901,United Kingdom,9,onshore,operating,2013,,Northern Europe,Europe,L920899,G925743,933.95764
4/10/2023,55.7416,-4.0901,United Kingdom,7.5,onshore,operating,2014,,Northern Europe,Europe,L920899,G925744,933.95764
4/10/2023,55.6451,-2.5167,United Kingdom,5,onshore,pre-construction,,,Northern Europe,Europe,L920900,G925745,691.9724
4/10/2023,52.7105,1.6537,United Kingdom,2.3,onshore,retired,2000,,Northern Europe,Europe,L920902,G925747,588.889
4/10/2023,52.707,1.6644,United Kingdom,1,onshore,operating,2015,,Northern Europe,Europe,L920902,G925748,612.2579
4/10/2023,51.8631,1.0042,United Kingdom,1.5,onshore,operating,2010,,Northern Europe,Europe,L920903,G925749,481.11407
4/10/2023,55.1254,-1.4952,United Kingdom,2.7,onshore,operating,1992,,Northern Europe,Europe,L920904,G925750,649.3772
4/10/2023,55.1205,-1.4906,United Kingdom,3.4,onshore,operating,2012,,Northern Europe,Europe,L920904,G925751,689.5198
4/10/2023,55.1361,-1.4901,United Kingdom,4,offshore mount unknown,retired,2000,,Northern Europe,Europe,L914316,G925752,771.0721
4/10/2023,52.1742,-1.2793,United Kingdom,1.5,onshore,operating,2014,,Northern Europe,Europe,L920905,G925753,573.3153
4/10/2023,53.0175,-3.4988,United Kingdom,1.5,onshore,operating,2017,,Northern Europe,Europe,L920906,G925754,897.61816
4/10/2023,57.5663,-2.3,United Kingdom,2.3,onshore,operating,2014,,Northern Europe,Europe,L920907,G925755,689.50684
4/10/2023,56.2594,-2.7467,United Kingdom,1.5,onshore,operating,2014,,Northern Europe,Europe,L920908,G925756,687.3006
4/10/2023,56.259,-2.7497,United Kingdom,2.7,onshore,pre-construction,,,Northern Europe,Europe,L920908,G925757,687.3006
4/10/2023,54.8478,-1.9282,United Kingdom,6,onshore,operating,2013,,Northern Europe,Europe,L920909,G925758,1035.467
4/10/2023,57.6607,-2.6518,United Kingdom,2.3,onshore,operating,2010,,Northern Europe,Europe,L910753,G925760,827.23
4/10/2023,54.1297,-0.4861,United Kingdom,1.3,onshore,pre-construction,,,Northern Europe,Europe,L920911,G925761,608.6594
4/10/2023,57.6268,-2.6988,United Kingdom,2.3,onshore,pre-construction,,,Northern Europe,Europe,L920912,G925762,865.32465
4/10/2023,52.5951,-3.9576,United Kingdom,3.9,onshore,operating,2007,,Northern Europe,Europe,L920913,G925763,740.7853
4/10/2023,55.8666,-2.2879,United Kingdom,2.4,onshore,operating,2013,,Northern Europe,Europe,L920915,G925765,1017.3839
4/10/2023,54.7502,-1.7607,United Kingdom,8,onshore,operating,2009,,Northern Europe,Europe,L920916,G925768,948.7525
4/10/2023,56.8147,-2.3719,United Kingdom,4.6,onshore,operating,2017,,Northern Europe,Europe,L920917,G925769,705.48267
4/10/2023,55.8396,-3.776,United Kingdom,8.4,onshore,pre-construction,,,Northern Europe,Europe,L920918,G925770,878.1843
4/10/2023,55.8396,-3.776,United Kingdom,8.4,onshore,pre-construction,,,Northern Europe,Europe,L920918,G925771,878.1843
4/10/2023,56.8399,-2.3792,United Kingdom,7.5,onshore,operating,2017,,Northern Europe,Europe,L920919,G925772,748.3706
4/10/2023,52.3672,-3.5656,United Kingdom,9.9,onshore,operating,1994,,Northern Europe,Europe,L920920,G925773,1016.0924
4/10/2023,59.0973,-2.6601,United Kingdom,2.7,onshore,operating,2002,,Northern Europe,Europe,L920921,G925774,1217.6283
4/10/2023,59.1176,-3.1492,United Kingdom,5,onshore,operating,2006,,Northern Europe,Europe,L920924,G925777,1047.9675
4/10/2023,59.1176,-3.1492,United Kingdom,2.3,onshore,operating,2009,,Northern Europe,Europe,L920924,G925778,1047.9675
4/10/2023,56.2154,-3.7689,United Kingdom,4,onshore,operating,2014,,Northern Europe,Europe,L912759,G925779,1150.8743
4/10/2023,57.1613,-2.8114,United Kingdom,6.9,onshore,pre-construction,,,Northern Europe,Europe,L920925,G925780,650.3151
4/10/2023,57.1613,-2.8114,United Kingdom,6.9,onshore,pre-construction,,,Northern Europe,Europe,L920925,G925781,650.3151
4/10/2023,57.1594,-2.8156,United Kingdom,6.9,onshore,pre-construction,,,Northern Europe,Europe,L920925,G925782,633.8462
4/10/2023,52.5373,-0.0337,United Kingdom,6,onshore,operating,2013,,Northern Europe,Europe,L920926,G925783,512.6807
4/10/2023,60.1648,-1.2361,United Kingdom,3.7,onshore,operating,2000,,Northern Europe,Europe,L920927,G925784,871.2957
4/10/2023,52.3536,-0.6565,United Kingdom,7.5,onshore,operating,2017,,Northern Europe,Europe,L920928,G925785,528.56055
4/10/2023,57.6313,-2.4177,United Kingdom,1.5,onshore,pre-construction,,,Northern Europe,Europe,L920929,G925787,791.711
4/10/2023,57.6313,-2.4177,United Kingdom,1.5,onshore,pre-construction,,,Northern Europe,Europe,L920929,G925788,791.711
4/10/2023,57.3333,-2.2558,United Kingdom,1,onshore,pre-construction,,,Northern Europe,Europe,L920930,G925789,628.396
4/10/2023,57.3333,-2.2558,United Kingdom,3.6,onshore,pre-construction,,,Northern Europe,Europe,L920931,G925790,628.396
4/10/2023,57.3153,-2.8137,United Kingdom,2.6,onshore,operating,2010,,Northern Europe,Europe,L920932,G925791,860.2973
4/10/2023,55.7648,-3.0176,United Kingdom,6,onshore,operating,2010,,Northern Europe,Europe,L920935,G925794,1239.3187
4/10/2023,50.3509,-5.0306,United Kingdom,6,onshore,retired,1992,,Northern Europe,Europe,L911506,G925795,556.342
4/10/2023,54.0716,-0.2468,United Kingdom,6,onshore,pre-construction,,,Northern Europe,Europe,L920936,G925796,564.363
4/10/2023,53.0845,-1.6336,United Kingdom,8,onshore,operating,2014,,Northern Europe,Europe,L920938,G925799,932.9384
